"새주소","지번주소","좌표정보","좌표정보","테마코드","콘텐츠 코드","언어셋(KOR : 국문, ENG : 영문, JP : 일문, CHA : 중문-간체, CHB : 중문-번체)","콘텐츠 명","시도명(텍스트)","구명","동명","산지여부","주 번지","부 번지","기타주소","전화번호","상세정보 값 1","상세정보 값 2","상세정보 값 3","상세정보 값 4","상세정보 값 5","상세정보 값 6","상세정보 값 7","상세정보 값 8","상세정보 값 9","상세정보 값 10","상세정보 값 11","상세정보 값 12","상세정보 값 13","상세정보 값 14","상세정보 값 15","상세정보 값 16","상세정보 값 17","상세정보 값 18","상세정보 값 19","상세정보 값 20","상세정보 이름 1","상세정보 이름 2","상세정보 이름 3","상세정보 이름 4","상세정보 이름 5","상세정보 이름 6","상세정보 이름 7","상세정보 이름 8","상세정보 이름 9","상세정보 이름 10","상세정보 이름 11","상세정보 이름 12","상세정보 이름 13","상세정보 이름 14","상세정보 이름 15","상세정보 이름 16","상세정보 이름 17","상세정보 이름 18","상세정보 이름 19","상세정보 이름 20","좌표데이터","좌표 타입 (1:Point 3:Polyline 4:MultiPolyline 5:Polygon 6:MultiPolygon 8:multiPoint)","선 두께 1~10","테마 선 색상","키워드","등록일","수정일"
"서울특별시 양천구 월정로 171","서울특별시 양천구 신월동 105-10","126.835758078","37.533938185","100324","11470000142","KOR","예원어린이집","","양천구","","","","","","02-2608-9119","민간개인","일반","27","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:01.0","2018-10-12 17:28:01.0"
"남부순환로65길 6","","126.834224379","37.527766784","100324","11470000144","KOR","하니어린이집","","양천구","","","","","","02-2697-6171","가정","일반","19","11","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:01.0","2019-01-03 04:04:40.0"
"신월로11길 36","","126.839683801","37.520465884","100324","11470000145","KOR","우리들어린이집","","양천구","","","","","","02-2693-6434","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:01.0","2018-12-06 04:01:09.0"
"오목로15길 9","","126.845872340","37.523868888","100324","11470000148","KOR","가온누리어린이집","","양천구","","","","","","02-2602-5277","가정","시간연장형 24시간","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-01 04:03:13.0"
"목동동로12길 7","","126.872153178","37.523153583","100324","11470000151","KOR","구립 꿈나래어린이집","","양천구","","","","","","02-2654-4600","국공립","장애아통합 시간연장형","99","97","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-08 04:01:45.0"
"신정로 275","","126.853119837","37.513040812","100324","11470000152","KOR","구립 신목동어린이집","","양천구","","","","","","02-2065-8590","국공립","시간연장형","33","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-22 04:00:39.0"
"서울특별시 양천구 남부순환로40길 65","서울특별시 양천구 신월동 177-11","126.826452433","37.532847008","100324","11470000153","KOR","샘키즈어린이집","","양천구","","","","","","02-2692-1619","가정","시간연장형","13","9","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-10-12 17:28:00.0"
"신정로14길 1","","126.845703515","37.509764437","100324","11470000154","KOR","구립 학마을어린이집","","양천구","","","","","","02-2065-8767","국공립","시간연장형","33","27","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-02 04:00:27.0"
"신정중앙로12길 17","","126.854274241","37.526065280","100324","11470000156","KOR","구립 이솝어린이집","","양천구","","","","","","02-2695-1145","국공립","일반","15","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-05 04:02:03.0"
"지양로13길 20","","126.830141908","37.522434914","100324","11470000157","KOR","신월이화어린이집","","양천구","","","","","","02-2606-1409","민간개인","일반","99","88","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-12 04:00:48.0"
"지양로15길 9","","126.830999505","37.523001427","100324","11470000159","KOR","새이화어린이집","","양천구","","","","","","02-2606-7040","민간개인","일반","30","27","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-08 04:01:46.0"
"은행정로17길 16","","126.857311740","37.526786152","100324","11470000165","KOR","좋은친구어린이집","","양천구","","","","","","02-2602-6241","민간개인","일반","21","21","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-12 04:00:47.0"
"가로공원로60길 17","","126.825271847","37.533834071","100324","11470000166","KOR","예닮어린이집","","양천구","","","","","","02-2696-7770","민간개인","일반","49","40","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-08 04:01:47.0"
"곰달래로2길 16","","126.833791398","37.528186262","100324","11470000167","KOR","또래미키어린이집","","양천구","","","","","","02-2692-0047","가정","일반","19","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-08 04:01:47.0"
"남부순환로70길 8","","126.835882477","37.522135247","100324","11470000168","KOR","구립 파랑새어린이집","","양천구","","","","","","02-2690-4011","국공립","장애아통합 시간연장형","104","85","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-17 04:00:36.0"
"곰달래로5길 37","","126.832277280","37.532614329","100324","11470000169","KOR","자연나라어린이집","","양천구","","","","","","02-2695-2700","가정","일반","19","11","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-17 04:00:37.0"
"화곡로3길 20-19","","126.828158241","37.541229890","100324","11470000170","KOR","포그니어린이집","","양천구","","","","","","02-2602-7027","가정","시간연장형","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-14 04:00:35.0"
"신월로 99","","126.831242694","37.518781588","100324","11470000172","KOR","쑥쑥영재어린이집","","양천구","","","","","","02-2065-0149","가정","일반","15","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-04 04:02:12.0"
"곰달래로1길 23","","126.831947029","37.531535499","100324","11470000174","KOR","구립 신월중앙어린이집","","양천구","","","","","","02-2694-7567","국공립","시간연장형","69","69","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-20 04:00:34.0"
"신월로15길 21","","126.840737868","37.519666615","100324","11470000175","KOR","뽀뽀뽀어린이집","","양천구","","","","","","02-2692-5967","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-22 04:00:48.0"
"목동서로 38","","126.882882681","37.538426654","100324","11470000176","KOR","아름어린이집","","양천구","","","","","","02-2648-6327","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2019-01-18 04:00:25.0"
"신정로7길 76","","126.834722770","37.513861171","100324","11470000178","KOR","아이들세상어린이집","","양천구","","","","","","02-2066-1770","가정","일반","16","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:28:00.0","2018-12-11 04:01:15.0"
"서울특별시 양천구 목동동로 100","서울특별시 양천구 신정동 328","126.867533939","37.514146434","100324","11470000180","KOR","아이세상어린이집","","양천구","","","","","","02-2653-8301","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-10-12 17:27:59.0"
"신월로 226","","126.846911142","37.521824419","100324","11470000181","KOR","이화어린이집","","양천구","","","","","","02-2607-9549","민간개인","일반","163","145","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-03 04:04:41.0"
"남부순환로40가길 12-2","","126.825877096","37.533922281","100324","11470000183","KOR","리라빅스맘어린이집","","양천구","","","","","","02-2696-1120","민간개인","일반","52","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-10 04:00:51.0"
"지양로11길 9","","126.832334263","37.521962111","100324","11470000185","KOR","우리또래어린이집","","양천구","","","","","","02-2601-6603","민간개인","시간연장형","128","128","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-03 04:04:42.0"
"신목로5길 5","","126.873499057","37.517974088","100324","11470000186","KOR","크는나무어린이집","","양천구","","","","","","02-2652-7734","민간개인","일반","33","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-03 04:04:43.0"
"목동로21길 30","","126.860481474","37.525202772","100324","11470000187","KOR","리틀코끼리어린이집","","양천구","","","","","","02-2607-3757","민간개인","일반","77","53","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-15 04:00:42.0"
"서울특별시 양천구 신정로7길 70","서울특별시 양천구 신정동 1282","126.836064522","37.512627385","100324","11470000194","KOR","구립 푸른마을어린이집","","양천구","","","","","","02-2066-3359","국공립","시간연장형","30","30","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-10-12 17:27:59.0"
"신월로24길 19","","126.847344055","37.520045017","100324","11470000195","KOR","구립 즐거운어린이집","","양천구","","","","","","02-2697-8513","국공립","장애아통합 시간연장형","96","90","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-12 04:00:48.0"
"서울특별시 양천구 목동동로 130","서울특별시 양천구 신정동 331","126.875050661","37.515569567","100324","11470000196","KOR","인화어린이집","","양천구","","","","","","02-2642-4229","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-10-12 17:27:59.0"
"목동서로 70","","126.876433539","37.536445491","100324","11470000197","KOR","일루어린이집","","양천구","","","","","","02-2649-9272","민간개인","일반","88","84","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-17 04:00:37.0"
"목동중앙본로22길 63","","126.872861329","37.542120221","100324","11470000200","KOR","한사랑어린이집","","양천구","","","","","","02-2644-2434","민간개인","일반","37","35","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-10 04:00:52.0"
"목동동로 10","","126.859198967","37.509379037","100324","11470000201","KOR","맑은샘어린이집","","양천구","","","","","","02-2644-2296","가정","일반","13","11","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-11 04:01:16.0"
"남부순환로85길 16","","126.842846085","37.514574964","100324","11470000281","KOR","중원어린이집","","양천구","","","","","","02-2699-4841","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-04 04:05:50.0"
"월정로 303","","126.828424323","37.544180130","100324","11470000288","KOR","롯데i어린이집","","양천구","","","","","","02-2607-6077","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-04 04:05:51.0"
"목동서로 340","","126.863172078","37.518093864","100324","11470000292","KOR","꽃뜰어린이집","","양천구","","","","","","02-2653-9356","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-18 04:00:26.0"
"중앙로55길 25","","126.846836914","37.526045817","100324","11470000294","KOR","태진어린이집","","양천구","","","","","","02-2608-5695","가정","일반","19","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-04 04:02:15.0"
"은행정로11길 12","","126.858033936","37.524051494","100324","11470000295","KOR","보배어린이집","","양천구","","","","","","02-2690-7766","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-08 04:00:55.0"
"월정로 183-1","","126.835109821","37.535022488","100324","11470000299","KOR","사랑초어린이집","","양천구","","","","","","02-2607-7252","민간개인","일반","28","23","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-03 04:04:47.0"
"은행정로7길 23","","126.857044008","37.522045177","100324","11470000301","KOR","고려유아스쿨어린이집","","양천구","","","","","","02-2693-5156","민간개인","일반","24","22","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-12-01 04:03:16.0"
"화곡로14길 8","","126.834086259","37.539089171","100324","11470000305","KOR","초록세상어린이집","","양천구","","","","","","02-307-3337","민간개인","일반","86","73","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2019-01-08 04:01:50.0"
"서울특별시 양천구 목동서로 400","서울특별시 양천구 신정동 311","126.858820551","37.519005589","100324","11470000306","KOR","다정한어린이집","","양천구","","","","","","02-2644-9644","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-10-12 17:27:59.0"
"오목로 39-22","","126.841782303","37.522925950","100324","11470000307","KOR","넘버원어린이집","","양천구","","","","","","02-2601-7942","가정","일반","20","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:59.0","2018-10-18 04:00:53.0"
"서울특별시 양천구 목동동로12길 60","서울특별시 양천구 신정동 1279","126.877324840","37.521195546","100324","11470000308","KOR","동심어린이집","","양천구","","","","","","02-2642-4289","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"목동동로 258","","126.875007263","37.524963271","100324","11470000311","KOR","아가꿈어린이집","","양천구","","","","","","02-2648-9225","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-05 04:01:22.0"
"남부순환로56길 9","","126.829674922","37.531984403","100324","11470000314","KOR","영재산새들어린이집","","양천구","","","","","","02-2692-7654","가정","일반","15","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-11-10 04:01:07.0"
"서울특별시 양천구 오목로3길 5-16","서울특별시 양천구 신월동 440-17","126.838882997","37.521878539","100324","11470000317","KOR","해마루어린이집","","양천구","","","","","","02-2608-7973","가정","일반","17","12","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"신정로13길 50","","126.842437522","37.513330739","100324","11470000320","KOR","구립 올리브어린이집","","양천구","","","","","","02-2692-2279","국공립","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-22 04:00:49.0"
"신월로20길 33","","126.846502399","37.518097793","100324","11470000321","KOR","정다운어린이집","","양천구","","","","","","02-2699-9439","가정","일반","18","16","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-22 04:00:50.0"
"서울특별시 양천구 신월로 99","서울특별시 양천구 신월동 987-1","126.833762524","37.516774416","100324","11470000324","KOR","사랑둥이어린이집","","양천구","","","","","","02-2696-4194","가정","일반","15","10","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"신목로2길 11","","126.876061463","37.519001993","100324","11470000325","KOR","예쁜별어린이집","","양천구","","","","","","02-2625-0572","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-12 04:00:49.0"
"서울특별시 양천구 남부순환로56길 9","서울특별시 양천구 신월동 197-2","126.829674922","37.531984403","100324","11470000327","KOR","행복한코아루어린이집","","양천구","","","","","","02-2691-5001","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"목동남로2길 60-30","","126.863610239","37.507463549","100324","11470000328","KOR","참누리어린이집","","양천구","","","","","","02-2654-3998","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-12-21 04:00:29.0"
"화곡로3길 34","","126.827674144","37.542006428","100324","11470000331","KOR","선어린이집","","양천구","","","","","","02-6326-1031","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-01 04:03:19.0"
"신월로17길 22","","126.842710938","37.520831423","100324","11470000332","KOR","예가람어린이집","","양천구","","","","","","02-2608-2742","가정","일반","20","9","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-05 04:01:23.0"
"오목로11길 9-12","","126.843667666","37.523569097","100324","11470000333","KOR","꿈이랑어린이집","","양천구","","","","","","02-2601-0999","가정","시간연장형","20","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-12-04 04:05:52.0"
"오목로 76-2","","126.846012907","37.522059056","100324","11470000336","KOR","하늘빛어린이집","","양천구","","","","","","02-2699-9831","가정","일반","20","11","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-19 04:00:37.0"
"신정로13길 51","","126.841329533","37.514165216","100324","11470000338","KOR","리틀평강어린이집","","양천구","","","","","","02-2699-1216","가정","일반","19","15","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-12-18 04:00:56.0"
"서울특별시 양천구 오목로35길 5","서울특별시 양천구 신정동 921-11","126.855550712","37.525493902","100324","11470000339","KOR","엄마품어린이집","","양천구","","","","","","02-2690-7223","가정","일반","18","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"가로공원로60길 9-3","","126.825364898","37.534670198","100324","11470000341","KOR","피노키오어린이집","","양천구","","","","","","02-2646-9377","민간개인","일반","43","32","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2019-01-15 04:01:06.0"
"목동중앙북로8길 111","","126.867299803","37.545090718","100324","11470000343","KOR","금호사임당어린이집","","양천구","","","","","","02-2654-4089","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-12-11 04:01:17.0"
"서울특별시 양천구 목동서로2길 22","서울특별시 양천구 목동 929","126.881351699","37.540811839","100324","11470000344","KOR","꼬마해림어린이집","","양천구","","","","","","02-2652-2246","가정","일반","20","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"서울특별시 양천구 목동중앙남로 100","서울특별시 양천구 목동 711-1","126.864854401","37.541834038","100324","11470000345","KOR","성원베베아트스쿨어린이집","","양천구","","","","","","02-2652-0642","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:58.0","2018-10-12 17:27:58.0"
"곰달래로7길 57-1","","126.832535807","37.534549465","100324","11470000346","KOR","유앤미슐레어린이집","","양천구","","","","","","02-2608-0262","민간개인","일반","55","55","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-11-03 04:02:54.0"
"서울특별시 양천구 신정로13길 38","서울특별시 양천구 신정동 1303","126.842800579","37.512536254","100324","11470000454","KOR","꼬마숲어린이집","","양천구","","","","","","070-8278-1235","가정","일반","19","10","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"남부순환로56길 15","","126.828452257","37.531406694","100324","11470000455","KOR","잼잼어린이집","","양천구","","","","","","02-2692-8613","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-12-13 04:00:32.0"
"서울특별시 양천구 신정로 260","서울특별시 양천구 신정동 1277","126.850945690","37.511182219","100324","11470000456","KOR","고은별어린이집","","양천구","","","","","","02-6342-6503","가정","일반","13","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"서울특별시 양천구 신정로 290","서울특별시 양천구 신정동 1276","126.853109022","37.512467964","100324","11470000457","KOR","꼬마수잔나어린이집","","양천구","","","","","","02-2608-2866","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"목동중앙본로 34","","126.869863353","37.539375026","100324","11470000458","KOR","숲속마을어린이집","","양천구","","","","","","02-2642-1008","가정","일반","19","19","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2019-01-09 04:01:09.0"
"신정로 293","","126.855274671","37.513891117","100324","11470000462","KOR","해맑은어린이집","","양천구","","","","","","02-2606-9094","가정","일반","15","14","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2019-01-01 04:03:20.0"
"중앙로29길 108","","126.848273560","37.521020525","100324","11470000463","KOR","대성꿈나무 어린이집","","양천구","","","","","","02-2602-7763","가정","일반","19","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-12-18 04:00:58.0"
"신정로13길 38","","126.842925232","37.511728400","100324","11470000464","KOR","새롬이 어린이집","","양천구","","","","","","02-2065-2288","가정","일반","19","13","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2019-01-03 04:04:49.0"
"오목로5길 19","","126.839862501","37.523486588","100324","11470000465","KOR","우리캐슬어린이집","","양천구","","","","","","02-2601-6652","민간개인","일반","21","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-12-22 04:00:41.0"
"목동중앙남로 69","","126.865509153","37.539910017","100324","11470000466","KOR","목3동리라어린이집","","양천구","","","","","","02-2654-8489","민간개인","일반","138","135","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2019-01-09 04:01:10.0"
"서울특별시 양천구 목동중앙본로 50-12","서울특별시 양천구 목동 949","126.869508565","37.539851833","100324","11470000467","KOR","도만스쿨어린이집","","양천구","","","","","","02-2061-5865","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"서울특별시 양천구 목동중앙북로7나길 20","서울특별시 양천구 목동 603-14","126.866597367","37.549445548","100324","11470000469","KOR","하은어린이집","","양천구","","","","","","02-2652-5755","가정","일반","19","18","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2018-10-12 17:27:57.0"
"목동중앙본로2길 45","","126.870744380","37.541017436","100324","11470000471","KOR","이화키즈어린이집","","양천구","","","","","","02-2061-0667","가정","일반","20","20","","","","","","","","","","","","","","","","","시설유형","시설특성","정원","현원","","","","","","","","","","","","","","","","","","1","2","#0000FF","","2018-10-12 17:27:57.0","2019-01-08 04:01:51.0"
